year,j_day,manure_applied,manure_N_applied,active_N_l1,stable_N_l1,profile_N,fert_N_applied,N_uptake,biomass,bio_N,yield_actual
,,kg,kg,kg,kg,kg,kg,kg,kg ha^-1,kg N ha^-1,kg ha^-1
2010,110,0.0,0.0,31024.395446788712,5825.406968755591,77.53991260567786,0.0,0.10881213807713395,161.72652556836053,6.061114206320229,0
2010,111,0.0,0.0,31008.444668200365,5840.550272792299,77.91612792816589,0.0,0.44477759376278875,197.72394371112438,6.6496135291766505,0
2010,112,0.0,0.0,30992.537750972922,5855.685627111165,78.11231649743402,0.0,0.5884993228564214,225.5503771059333,8.01226786746718,0
2010,113,0.0,0.0,30976.6614118721,5870.813046782349,77.51145967681613,0.0,1.3626543382905307,257.5640165483343,9.191342795714306,0
2010,114,0.0,0.0,30960.582954359892,5885.932432798666,77.30472935615734,0.0,1.1790749282471251,318.03409526233196,10.490396816414473,0
2010,115,0.0,0.0,30944.49285538417,5901.025769100734,76.84320828449393,0.0,1.2990540207001664,359.9366904008859,12.797883629850094,0
2010,116,0.0,0.0,30835.391810013654,5916.083479107853,75.48497739397877,0.0,2.307486813435623,361.61839547182547,14.631619812511023,0
2010,117,0.0,0.0,30815.52440545139,5931.131298663316,74.63108328877968,0.0,1.8337361826609273,425.97593594861087,14.999499390683418,0
2010,118,0.0,0.0,30799.652595254403,5946.171186667126,73.23865023190115,0.0,0.3678795781723949,427.0137799658261,17.254163259665358,0
2010,119,0.0,0.0,30783.837140778513,5961.2031708264785,71.78190722421981,0.0,2.2546638689819405,444.59094289980726,17.700682454326195,0
2010,120,2185371.062162312,100000.0,118222.05988390702,18518.975676665745,75.35722789195464,0.0,0.4465191946608383,538.2356567929639,18.365846327614882,0
2010,121,0.0,0.0,118155.99389159898,18576.047884383304,77.43492760230221,0.0,0.6651638732886873,649.5704378271007,21.537518671211462,0
2010,122,0.0,0.0,117468.97634854731,18633.450049376093,80.91750402746413,0.0,3.1716723435965806,762.5534393342074,25.848927048285084,0
2010,123,0.0,0.0,117404.60253198996,18690.820081431983,83.65746135127866,0.0,4.311408377073623,891.1546574842157,30.471084081003195,0
2010,124,0.0,0.0,117340.50004570362,18748.15811388947,81.79644900697483,0.0,4.62215703271811,1007.7829201915049,35.668548656319444,0
2010,125,0.0,0.0,117275.2142669029,18805.463566971124,84.61594502194379,0.0,5.197464575316246,1127.932596571054,40.606474169690756,0
2010,126,0.0,0.0,117210.61022647009,18862.736775218465,87.03933046254515,0.0,4.937925513371315,1237.480010399312,45.60058821832611,0
2010,127,0.0,0.0,117146.65059972453,18919.978054871608,88.78994328324197,0.0,4.99411404863535,1339.0035330141914,50.26375168612854,0
2010,128,0.0,0.0,117084.20192458185,18977.140923029696,88.6556777688365,0.0,4.663163467802434,1340.5332867420266,54.59313322116604,0
2010,129,0.0,0.0,116624.32950235065,19034.124995272017,89.0675793770939,0.0,4.329381535037501,1342.2538048537424,55.548033065594595,0
2010,130,0.0,0.0,116563.15006640856,19091.07850477426,92.38084268188646,0.0,0.9548998444285521,1348.983310050774,55.87733244972066,0
2010,131,0.0,0.0,116502.40711362024,19147.97307929664,94.22638035127044,0.0,0.32929938412606524,1404.1070814266702,56.16881746837128,0
2010,132,0.0,0.0,116097.15043840668,19204.696998000833,97.97533263770995,0.0,0.2914850186506155,1466.6660611768507,58.0196903605203,0
