year,j_day,actual,calculated,difference,delta,N_drainage,N_runoff,N_erosion,N_uptake
,,kg,kg,kg,kg N,kg,kg,kg,kg
2010,268,0.0,7.363465360446316,-7.363465360446316,5.111756023206681,0,0.0,0.0,2.2517093372396357
2010,269,0.0,6.355776555562563,-6.355776555562563,4.071543717067243,0,0.0,0.0,2.2842328384953197
2010,270,0.0,5.573386123911348,-5.573386123911348,3.3304032237258525,0,0.0,0.0,2.242982900185495
2010,271,0.0,5.006756768680711,-5.006756768680711,3.5727245302068695,0,0.0,0.0,1.4340322384738415
2010,272,0.0,4.830621204734433,-4.830621204734433,3.541852117504959,0,0.0,0.0,1.2887690872294733
2010,273,0.0,4.802530411378317,-4.802530411378317,3.1891535468816983,0,0.0,0.0,1.6133768644966184
2010,274,0.0,4.510219767001776,-4.510219767001776,2.450663632206897,0,0.0,0.0,2.059556134794879
2010,275,0.0,4.41211125441987,-4.41211125441987,2.2659085291209067,0,0.0,0.0,2.1462027252989637
2010,276,0.0,3.744625975501119,-3.744625975501119,1.5623742479251632,0,0.0,0.0,2.182251727575956
2010,277,0.0,3.2233336972769315,-3.2233336972769315,1.0482624760143153,0,0.0,0.0,2.175071221262616
2010,278,0.0,2.921542962147539,-2.921542962147539,2.416158143049188,0,0.0,0.0,0.5053848190983514
2010,279,0.0,2.722939994904123,-2.722939994904123,2.590075882838846,0,0.0,0.0,0.13286411206527654
2010,280,0.0,2.7017839569477595,-2.7017839569477595,2.333989702166491,0,0.0,0.0,0.36779425478126854
2010,281,0.0,2.664079938657611,-2.664079938657611,1.7846679655838216,0,0.0,0.0,0.8794119730737892
2010,282,0.0,2.677482384347619,-2.677482384347619,1.421900919925065,0,0.0,0.0,1.2555814644225542
2010,283,0.0,2.873780056055593,-2.873780056055593,1.9564746083108275,0,0.0,0.0,0.9173054477447657
2010,284,0.0,3.021597012185725,-3.021597012185725,2.4869173820031847,0,0.0,0.0,0.5346796301825405
2010,285,0.0,3.0595415900288003,-3.0595415900288003,2.8423649582637154,0,0.0,0.0,0.21717663176508512
2010,286,0.0,3.1695221068397332,-3.1695221068397332,3.142890018268872,0,0.0,0.0,0.02663208857086088
