year,j_day,num_animals,manure,urea_conc,ammoniacal_N_conc,manure_N,total_solids,manure_VSd,manure_VSnond,WIP_frac,WOP_frac,manure_P,P_frac,K_manure,enteric_methane
,,,kg,mol/L,mol/L,g,kg,g,g,g/g total man,g/g total man,g,g/g total man,g,g
2009,244,74,1197.7280750382515,25.159999999999993,10.360000000000003,39398.11799999996,44.56594892786826,524468.5619999999,63594.859999999964,0.16888638962525843,0.016888638962525845,1197.7280750382515,0.33777277925051685,0,1645.8171544871573
2009,245,74,1197.8331698137351,25.159999999999993,10.360000000000003,39398.11799999996,45.05463963386967,524468.5619999999,63594.859999999964,0.1669243553005395,0.01669243553005396,1197.8331698137351,0.333848710601079,0,1659.4626194644559
2009,246,74,1197.9369072662012,25.159999999999993,10.360000000000003,39398.11799999996,45.537018787836736,524468.5619999999,63594.859999999964,0.1650429892006294,0.016504298920062943,1197.9369072662012,0.3300859784012588,0,1672.8913906401913
2009,247,74,1198.0391886495245,25.159999999999993,10.360000000000003,39398.11799999996,46.01262722028694,524468.5619999999,63594.859999999964,0.1632024910951257,0.01632024910951257,1198.0391886495245,0.3264049821902514,0,1686.1190248346732
2009,248,74,1198.1429219218542,25.159999999999993,10.360000000000003,39398.11799999996,46.494986936618176,524468.5619999999,63594.859999999964,0.16137747889484247,0.016137747889484244,1198.1429219218542,0.32275495778968494,0,1699.5000244243558
2009,249,74,1198.2436690552227,25.159999999999993,10.360000000000003,39398.11799999996,46.96346110678486,524468.5619999999,63594.859999999964,0.1596280800378229,0.015962808003782292,1198.2436690552227,0.3192561600756458,0,1712.4785669922535
2009,250,74,1198.3459186446364,25.159999999999993,10.360000000000003,39398.11799999996,47.4389216975599,524468.5619999999,63594.859999999964,0.1579006962111575,0.015790069621115746,1198.3459186446364,0.315801392422315,0,1725.6078328293186
2009,251,69,1117.2951312592506,23.459999999999994,9.66,36736.08299999996,43.85476035551528,489031.497,59297.90999999997,0.14802596109334368,0.014802596109334371,1117.2951312592506,0.29605192218668736,0,1599.1124922712438
2009,252,69,1117.3899895571476,23.459999999999994,9.66,36736.08299999996,44.29585144073653,489031.497,59297.90999999997,0.14645920603809334,0.014645920603809339,1117.3899895571476,0.2929184120761867,0,1611.265185343129
2009,253,69,1117.4878637787983,23.459999999999994,9.66,36736.08299999996,44.75096657141257,489031.497,59297.90999999997,0.14488603489687954,0.014488603489687956,1117.4878637787983,0.2897720697937591,0,1623.764586619022
2009,254,69,1117.5799042497479,23.459999999999994,9.66,36736.08299999996,45.17895476132915,489031.497,59297.90999999997,0.14342641761290553,0.014342641761290548,1117.5799042497479,0.28685283522581106,0,1635.5067633344602
2009,255,69,1117.6748681235308,23.459999999999994,9.66,36736.08299999996,45.620536774418646,489031.497,59297.90999999997,0.14194827987553066,0.014194827987553062,1117.6748681235308,0.2838965597510613,0,1647.5912029898393
2009,256,69,1117.7581272411924,23.459999999999994,9.66,36736.08299999996,46.00769167154324,489031.497,59297.90999999997,0.1406522022567559,0.014065220225675594,1117.7581272411924,0.2813044045135118,0,1658.1909622847659
